idChi,Ten_KH,Ten_TV,Mo_ta,idHo
1669,Otochilus,,,41
1670,Ottelia,,,222
1671,Ottochloa,,,275
1672,Oxalis,,,222
1673,Oxyceros,,,152
1674,Oxyspora,,,244
1675,Oxystelma,,,225
1676,Pachira,,,268
1677,Pachylarnax,,,192
1678,Pachyptera,,,28
1679,Pachyrhizus,,,45
1680,Pachystoma,,,183
1681,Pachystylidium,,,42
1682,Paederia,,,129
1683,Paeonia,Bạch thược,,222
1684,Palaquium,,,128
1685,Paliurus,,,268
1686,Panax,,,226
1687,Pancratium,,,277
1688,Pandanus,,,264
1689,Panicum,,,24
1690,Panisea,,,13
1691,Pantadenia,,,227
1692,Papaver,Á phiến,,244
1693,Paphiopedilum,,,222
1694,Papilionanthe,,,128
1695,Parabaena,,,228
1696,Parabarium,,,222
1697,Paraboea,,,222
1698,Paracoffea,Cà phê dại,,194
1699,Paradina,Giam,,20
1700,Paragramma,,,136
1701,Paragrewia,,,268
1702,Paralamium,,,268
1703,Parameria,,,250
1704,Paramichelia,,,311
1705,Paramignya,,,165
1706,Paramucuna,,,20
1707,Paranephelium,,,183
1708,Paraphlomis,,,270
1709,Parapteroceras,,,129
1710,Pararuellia,,,276
1711,Parashorea,,,165
1712,Parathelypteris,,,222
1713,Parietaria,,,1
1714,Parinari,,,112
1715,Paris,Bảy lá một hoa,,308
1716,Parkeria,Gạc nai,,320
1717,Parkinsonia,,,78
1718,Parochetus,,,191
1719,Parsonsia,,,74
1720,Parthenium,,,57
1721,Parthenocissus,,,129
1722,Parvatia,,,20
1723,Paspalum,,,32
1724,Passiflora,,,325
1725,Patrina,,,166
1726,Patrinia,,,244
1727,Pauldopia,,,229
1728,Paulownia,,,321
1729,Pavetta,,,321
1730,Paviesia,,,42
1731,Pavonia,,,284
1732,Payena,,,268
1733,Pecteilis,,,276
1734,Pedicularis,,,185
1735,Pedilanthus,,,277
1736,Pegia,,,222
1737,Pelargonium,,,284
1738,Pelatantheria,,,128
1739,Peliosanthes,,,14
1740,Pellacalyx,,"Pellacalyx KorthalsCây gỗ. Các lá kèm thẳng, rời nhau, xếp tỏa hình sao ở đỉnh cành. Lá mọc đối hay mọc vòng; mép lá nguyên hoặc có răng nhỏ. Các hoa họp thành dạng chùm, hoặc phân nhánh, có lá bắc con. Thùy đài 3-7. Thùy tràng nhiều bằng thùy đài, mặt ngoài có lông, đỉnh có răng hay xẻ tua rua. Các nhị gắn với miệng của ống đài, số lượng nhị gấp 2 lần số cánh hoa, chiều dài không bằng nhau; bao phấn gần hình cầu, 4 ô, mở dọc. Bầu hạ, 5-10 ô; mỗi ô mang 8-25 noãn; vòi nhụy có lông; đầu nhụy dạng đĩa hay hình đầu, phân thùy không rõ. Quả mọng, gần hình cầu. Hạt nhiều; có nội nhũ, phôi dạng sợi.Trên thế giới, có 7-8 loài phân bố ở Trung Quốc, In-đô-nê-xi-a, Phi-líp-pin, Ma-lai-xi-a, Thái Lan và nay chúng tôi xác định có mặt ở Việt Nam.Trong họ Rhizophoraceae, chi Pellacalyx và Carallia phân biệt với các chi khác bởi nơi sống và cách thức nảy mầm của hạt. Các chi khác sống ở nơi ngập mặn và hạt nảy mầm trong khi gắn với cây bố mẹ còn 2 chi này không sống ở nơi có điều kiện như vậy và hạt không nảy mầm khi gắn với cây bố mẹ.Ở Việt Nam, đây là lần đầu tiên chi chúng tôi khẳng định sự có mặt của chi Pellacalyx ở Việt Nam. Chi này ở Việt Nam, cho đến nay, chi Pellacalyx có 1 loài Pellacalyx yunnanensis H. H. Hu.",135
1741,Pellaea,,,222
1742,Pellionia,,,86
1743,Peltophorum,,,265
1744,Pemphis,Bằng phi,Pemphis J.R.Forst & G.Forst ,5
1745,Pennilabium,,,320
1746,Pennisetum,,,57
1747,Pentace,,,182
1748,Pentanema,,,222
1749,Pentapanax,,,244
1750,Pentapetes,,,311
1751,Pentaphragma,,,32
1752,Pentaphylax,,,24
1753,Pentaphyllax,Ngũ mạc,"xóa chi này đi, tên viết sai",296
1754,Pentasachme,,,231
1755,Pentasacme,,,232
1756,Pentaspadon,,,232
1757,Pentatropis,,,28
1758,Penthorum,Xà căn,,28
1759,Peperomia,,,14
1760,Pereskia,,,28
1761,Pericampilus,,,233
1762,Perilla,,,238
1763,Periploca,,,56
1764,Peripterygium,,,194
1765,Peristrophe,,,165
1766,Peristylus,,,28
1767,Perotis,,,65
1768,Persea,,,1
1769,Persica,,,222
1770,Persicara,,,244
1771,Petasites,,,166
1772,Petelotiella,,,267
1773,Petrea,,,249
1774,Petrocosmea,,,32
1775,Petrosavia,Vô diệp liên,"Perennial mycoheterotrophic, whitish, pale yellowish or creamy (brownish when dried), glabrous herbs. Rhizome scaly, slender. Leaves scaly, membraneous, ovoid to deltoid, with more or less attenuate tip and a sheathing base, and entire margin. Lower leaves densely arranged, appressed to stem; upper leaves distant, loose. Inflorescence a raceme or corymb/umbel, terminal, bracteate and bracteolate. Flower-subtending bracts lanceolate, longer or equal to pedicels in the older buds and beginning of anthesis but much shorter in fruits due to pedicel elongation. Bracteoles well-detectable, located at the pedicel base, shorter than flower-subtending bracts. Flowers erect, bisexual. Perianth biseriate, persistent; tepals 3 in each whorl, erect in the beginning of anthesis, spreading in fruits, the outer tepals 1.5–2.0 times shorter and much narrower than the inner, do not touch each other in bud, the inner tepals erect, inserted higher up than the outer, deltoid-triangular, valvate. Stamens 6, shorter than the inner tepals; outer stamens slightly fused to carpels and inner ones fused to inner tepals by their filament bases; filaments subulate; anthers ovoid, basifixed, dithecal, tetrasporangiate. Carpels 3, sessile, united up to 1/2 of the ovary length. Ovary semi-inferior, 3-locular in syncarpous region; ovary bowl as long as inner tepals at anthesis. Styles short, recurved or more or less erect, hollow, sealed by secretion in their upper part; stigmas capitate, facing outwards. Septal necta- ries interlocular. Ovules numerous, with funicular obturator. Capsule hemisyncarpous, follicular; each carpel dehiscing along ventral slit and dorsal vein. Seeds brownish, elliptic to oblong, with a hyaline wing around the seed body, numer- ous, dusty, longitudinally striated, embryo minute and underdifferentiated. The genus Petrosavia has two species distributed in Japan, China, Taiwan, Myanmar, Thailand, Vietnam, Malaysia, Indonesia. Within the territory of Vietnam, both of them are reported. The species of this genus occur on forest floor at 0–2300 m a.s.l.",320
1776,Petroselinum,,,322
1777,Petunia,,,136
1778,Phacellaria,,,208
1779,Phacelurus,,,19
1780,Phaeanthus,,,289
1781,Phaius,,,275
1782,Phalaenopsis,,,244
1783,Phalaris,,,18
1784,Pharbitis,,,222
1785,Phaseolus,,,222
1786,Phaulopsis,,,244
1787,Philodendron,,,87
1788,Philydrum,Đuôi lươn,,129
1789,Phlogacanthus,,,1
1790,Phlox,Phước,,85
1791,Phoebe,,,234
1792,Phoenix,,,1
1793,Pholidota,,,247
1794,Photinia,,,167
1795,Phragmites,,,26
1796,Phreatia,,,222
1797,Phryma,,,267
1798,Phrynium,,,244
1799,Phyla,,,222
1800,Phylacium,,,235
1801,Phyllagathis,,,186
1802,Phyllanthus,,,322
1803,Phyllocyclus,Cỏ xuyên lá,"Phyllocyclus Kurz.Cỏ một hay nhiều năm, mọc thẳng đứng, nhẵn. Lá mọc đối; lá trên thân dính liền và có thân xuyên qua giữa giống như các lá hoa. Cụm hoa ở nách lá, xim, có ít hoa, xếp thưa. Hoa mẫu 5 (trừ đài có khi mẫu 4), không có lá hoa nhỏ; cánh hoa đối xứng toả tròn, hợp ở dưới, hình lọ hay phễu, dài hơn thuỳ tự do ở trên. Nhị đực đính trên cùng một mức, ở giữa hay nửa trên của ống tràng, có chỉ nhị loe rộng ở gốc. Bầu 1 ô. Quả khô tự mở bởi 2 mảnh.Chi gồm có 5 loài, phân bố ở Mianma (2 loài), Thái Lan (1 loài), Lào (2 loài), Trung Quốc (1 loài) và Việt Nam (1 loài). Thường rất hiếm gặp",129
1804,Phyllodium,,,192
1805,Phyllostachys,,,128
1806,Phymatosorus,,,134
1807,Physalis,,,129
1808,Phytocrene,,,244
1809,Phytolacca,Thương lục,,250
1810,Picrasma,,,289
1811,Picria,,,157
1812,Picris,,,236
1813,Pieris,,,286
1814,Pierranthus,,,284
1815,Pilea,,,32
1816,Pileostegia,,,208
1817,Pimpinella,,,284
1818,Pinanga,,,320
1819,Pinus,,,151
1820,Piper,,,19
1821,Piperopteris,,,26
1822,Pistacia,,,237
1823,Pistia,,,238
1824,Pisum,,,178
1825,Pitecolobium,,,14
1826,Pittosporopsis,,,85
1827,Pittosporum,,,129
1828,Pityrograma,,,196
1829,Placobium,,,157
1830,Plagiogyra,,,239
1831,Plagiogyria,,,5
1832,Plagispetalum,,,129
1833,Planchonella,,,240
1834,Plantago,,,240
1835,Plantanus,,,192
1836,Platanthera,,,277
1837,Platanus,,,241
1838,Platea,,,242
1839,Platycarya,,,222
1840,Platycerium,,,242
1841,Platycodon,,,157
1842,Plectocomia,,,163
1843,Plectocomiopsis,,,250
1844,Plectranthus,,,60
1845,Pleiblastus,,,26
1846,Pleioblastus,,,26
1847,Pleiogynium,,,165
1848,Pleione,,,244
1849,Pleocnemia,,,244
1850,Pluchea,,,14
1851,Plumbago,,,222
1852,Plumeria,,,114
1853,Pneumatopteris,,,32
1854,Poa,,,243
1855,Podocapus,,,20
1856,Podocarpus,,,308
1857,Podochilus,,,244
1858,Podophyllum,,,245
1859,Pogonatherium,,,245
1860,Pogonatherum,,,222
1861,Pogostemon,,,40
1862,Poicilospermum,,,244
1863,Poikilospermum,Dái khỉ,,244
1864,Poilannammia,,,165
1865,Polianthes,,,320
1866,Pollia,,,320
1867,Pollianthes,,,192
1868,Polyalthia,,,9
1869,Polycaarpae,,,84
1870,Polycarpae,,,6
1871,Polycarpaea,,,18
1872,Polycarpon,,,68
1873,Polycias,,,68
1874,Polycyas,,,68
1875,Polygala,,,68
1876,Polygonatum,,,24
1877,Polygonum,,,24
1878,Polyosma,,,248
1879,Polypodium,,,86
1880,Polypogon,,,249
1881,Polyscias,,,126
1882,Polyspora,Đa tử hương,,250
1883,Polystachya,,,244
1884,Polystichopsis,,,24
1885,Polystichum,,,307
1886,Polytoca,,,222
1887,Polytrema,,,114
1888,Polytrias,,,114
1889,Pomaltocalpa,,,244
1890,Pomatocalpa,,,1
1891,Pometia,,,244
1892,Pongamia,,,222
1893,Popowia,,,222
1894,Porana,,,276
1895,Porpax,,,129
1896,Portulaca,,,18
1897,Potameia,,,87
1898,Potamogeton,,,222
1899,Pothos,,,252
1900,Pottsia,,,167
1901,Pouteria,,,254
1902,Pouzolzia,,,85
1903,Pratia,,,20
1904,Pratica,,,277
1905,Premna,,,320
1906,Prenanthes,,,60
1907,Primula,,,176
1908,Primulina,,,322
1909,Prismatomeris,,,32
1910,Pristiglottis,,,255
1911,Procris,,,136
1912,Pronephrium,,,268
1913,Prosaptia,,,222
1914,Protium,,,320
1915,Prunella,,,308
1916,Prunus,,,250
1917,Pseudechinochlaena,,,53
1918,Pseudechinolaena,,,165
1919,Pseuderanthemum,,,267
1920,Pseudo-ephantopus,,,244
1921,Pseudobambusa,,,244
1922,Pseudodissochaeta,,,1
1923,Pseudodracontium,,,32
1924,Pseudopanax,,,244
1925,Pseudopogonatherum,,,192
1926,Pseudoraphis,,,85
1927,Pseudosarcolobus,,,24
1928,Pseudosasa,,,244
1929,Pseudosorghum,,,244
1930,Pseudotsuga,,,28
1931,Pseudoxytenanthera,,,244
1932,Pseuduvaria,,,244
1933,Psidium,,,237
1934,Psiloesthes,,,244
1935,Psilotrichopsis,,,18
1936,Psilotrichum,,,206
1937,Psilotum,,,1
1938,Psophocarpus,,,12
1939,Psychotria,,,12
1940,Pteridium,,,257
1941,Pteridrys,,,129
1942,Pteris,,,268
1943,Pternopetalum,,,103
1944,Pterocarpus,,,114
1945,Pterocarya,,,308
1946,Pterocaulon,,,19
1947,Pterocera,,,129
1948,Pteroceras,,,163
1949,Pterocymbium,,,32
1950,Pterolobium,,,222
1951,Pterospermum,,,222
1952,Pterygocalyx,,,296
1953,Ptychopyxis,,,57
1954,Ptychosperma,,,296
1955,Ptyssiglottis,,,134
1956,Pueraria,,,128
1957,Pulicaria,,,26
1958,Punica,,,1
1959,Pycnarrhena,,,129
1960,Pycnospora,,,32
1961,Pycreus,,,259
1962,Pyrenacantha,,,194
1963,Pyrenaria,,,129
1964,Pyrethrum,,,98
1965,Pyrola,Lộc đề,,157
1966,Pyrostegia,,,307
1967,Pyrrosia,,,32
1968,Pyrularia,,,260
1969,Pyrus,Lê,,42
1970,Quassia,,,250
1971,Quercus,,,275
1972,Quisqualis,,,267
1973,Radermachera,,,286
1974,Radermacheta,,,130
1975,Radiogrammitis,,,83
1976,Randia,,,42
1977,Ranuculus,,,42
1978,Ranunculus,,,250
1979,Raphiocarpus,,,268
1980,Raphistemma,,,262
1981,Rauvolfia,,,262
1982,Ravenala,,,136
1983,Reevesia,,,28
1984,Rehderodendron,,,20
1985,Rehmannia,,,297
1986,Reineckea,,,296
1987,Reissantia,Húc nhám,,299
1988,Remirea,,,284
1989,Remusatia,,,86
1990,Renanthera,,,70
1991,Restonia,Chanh lương,,98
1992,Revenala,,,85
1993,Reynoutria,,,222
1994,Rhabdosia,,,263
1995,Rhamnella,,,297
1996,Rhamnoneuron,,,249
1997,Rhamnus,,,165
1998,Rhaphanus,,,264
1999,Rhaphidophora,,,310
2000,Rhaphiolepis,,,264
2001,Rhapis,,,48
2002,Rheum,,,85
2003,Rhinacanthus,,,267
2004,Rhizophora,,,26
2005,Rhodamnia,,,249
2006,Rhodiola,,,1
2007,Rhododendron,,,265
2008,Rhodoleia,,,206
2009,Rhodomyrtus,,,90
2010,Rhoiptelea,Đuôi ngựa,,208
2011,Rhomboda,,,142
2012,Rhopalephora,,,206
2013,Rhopalocnemis,Sơn dương,,266
2014,Rhus,,,222
2015,Rhynchelytrum,,,84
2016,Rhynchodia,,,35
2017,Rhynchogyna,,,14
2018,Rhynchosia,,,244
2019,Rhynchospermum,,,20
2020,Rhynchosperum,,,222
2021,Rhynchospora,,,129
2022,Rhynchostechum,,,32
2023,Rhynchostylis,,,32
2024,Rhynchotechum,,,98
2025,Rhynchothecum,,,136
2026,Ricinoidendron,,,222
2027,Ricinus,,,136
2028,Rinorea,,,136
2029,Rissantia,,,128
2030,Rivina,,,128
2031,Rivinia,,,323
2032,Robiquetia,,,70
2033,Rohdea,,,236
2034,Rorippa,,,236
2035,Rosa,,,222
2036,Rothia,,,29
2037,Rothmannia,Dành dành,,48
2038,Rottboellia,,,267
2039,Rotula,,,129
2040,Rourea,,,268
2041,Roureopsis,,,244
2042,Roystonia,,,47
2043,Rubia,,,85
2044,Rubus,,,85
2045,Rudbeckia,,,26
2046,Ruellia,,,268
2047,Rumex,,,267
2048,Rumohra,,,32
2049,Rumorha,,,1
2050,Rungia,,"Trên thế giới, chi Rungia Nees (Acanthaceae) có khoảng 50 loài, phân bố chủ yếu ở các vùng nhiệt đới. Benoist R. (1935) đã công bố và mô tả 6 loài thuộc chi này ở Đông Dương và Thái Lan, trong đó Việt Nam có 4 loài. Theo Trần Kim Liên, 2005, ở Việt Nam, chi này có 5 loài. Tuy nhiên, loài Rungia parviflora Nees hiện nay đã trở thành tên đồng nghĩa của loài R. spectinata Ness nên chi này ở nước ta chỉ có 4 loài. Đây thường là các loài hiếm gặp, trừ R. spectinata Ness phân bố trên cả nước",249
2051,Ruppia,Xuyên màn,,101
2052,Russelia,,,308
2053,Ryparosa,,,1
2054,Sabal,,,269
2055,Sabia,,,284
2056,Saccharum,,,131
2057,Sacciolepis,,,26
2058,Sacrosperma,,,271
2059,Sageraea,,,244
2060,Sageretia,,,244
2061,Sagina,,,277
2062,Sagittaria,,,18
2063,Salacca,,,264
2064,Salacia,,,68
2065,Salix,,,9
2066,Salomonia,,,26
2067,Salvia,Bèo ong,,70
2068,Samadera,,,272
2069,Sambucus,,,248
2070,Samnea,,,165
2071,Sanchezia,,,286
2072,Sandoricum,,,64
2073,Sanicula,,,196
2074,Sansevieria,Lưỡi cọp,"Sansevieria is a genus of about 70 species of flowering plants, native to Africa, Madagascar and southern Asia. Common names include mother-in-law's tongue, devil's tongue, jinn's tongue, bow string hemp, snake plant and snake tongue. It is often included in the genus Dracaena; in the APG III classification system, both genera are placed in the family Asparagaceae, subfamily Nolinoideae (formerly the family Ruscaceae). It has also been placed in the former family DracaenaceaeEtymologyThe genus was originally named Sanseverinia by Petagna to honor his patron Pietro Antonio Sanseverino, Count of Chiaromonte (1724-1771), but the name was altered for unknown reasons by Thunberg, possibly influenced by the name of Raimondo di Sangro (1710–1771), prince of San Severo in Italy. Spellings ""Sanseveria"" and ""Sanseviera"" are commonly seen as well, the confusion deriving from alternate spellings of the Italian place name.CharacteristicsThere is great variation within the genus, and species range from succulent desert plants such as Sansevieria pinguicula to thinner leafed tropical plants such as Sansevieria trifasciata. Plants often form dense clumps from a spreading rhizome or stolons.FoliageThe leaves of Sansevieria are typically arranged in a rosette around the growing point, although some species are distichous. There is great variation in foliage form within the genus. All species can be divided into one of two basic categories based on their leaves: hard leaved and soft leaved species. Typically, hard leaved Sansevieria originate from arid climates, while the soft leaved species originate from tropical and subtropical regions.[6] Hard leaved Sansevieria have a number of adaptations for surviving dry regions. These include thick, succulent leaves for storing water and thick leaf cuticles for reducing moisture loss. These leaves may be cylindrical to reduce surface area and are generally shorter than those of their soft leafed tropical counterparts, which are wide and strap-like.
FlowersThe flowers are usually greenish-white, also rose, lilac-red, brownish, produced on a simple or branched raceme. The fruit is a red or orange berry. In nature, Sansevieria flowers are pollinated by moths, but both flowering and fruiting is erratic and few seeds are produced. The raceme of Sansevieria is derived from the apical meristem and a flowered plant will no longer produce new leaves. Unlike plants such as agave which die after flowering, Sansevieria will simply cease to produce new leaves. The flowered plant will continue to grow by producing plantlets via its rhizomes or stolons.
Uses
Rope and traditional usesIn Africa, the leaves are used for fiber production; in some species, e.g. Sansevieria ehrenbergii, the plant's sap has antiseptic qualities, and the leaves are used for bandages in traditional first aid.Ornamental purposesA variegated cultivar of Sansevieria trifasciata (namely 'Laurentii'), the most common species in cultivationSeveral species are popular houseplants in temperate regions, with Sansevieria trifasciata the most widely sold; numerous cultivars are available. The Chinese usually keep this plant potted in a pot often ornamented with dragons and phoenixes. Growth is comparatively slow and the plant will last for many years. The tall-growing plants have stiff, erect, lance-shaped leaves while the dwarf plants grow in rosettes. As houseplants, Sansevieria thrive on warmth and bright light, but will also tolerate shade. They can rot from over-watering, so it is important that they are potted in well-drained soil, and not over-watered. They need to be re-potted or split at the root from time to time because they will sometimes grow so large that they break the pot they are growing in.In Korea, potted Sansevieria is commonly presented as a gift during opening ceremonies of businesses or other auspicious events. In Barbados, Sansevieria is also popularly referred to as the ""money plant"", with the belief that the person having it will always have money. The belief seems to be based on an association of the colour (green) with the US bills.Other Sansevieria species are less common in cultivation. Another species is Sansevieria cylindrica, which has leaves which look quite different from S. trifasciata, but is equally tough.",1
2075,Santalum,,,193
2076,Saphaeranthes,,,19
2077,Sapindus,,,29
2078,Sapium,,,275
2079,Saponaria,,,32
2080,Sapria,,,276
2081,Saprosma,,,128
2082,Saraca,,,68
2083,Sarcaudra,,,261
2084,Sarcococca,,,268
2085,Sarcoglyphis,,,57
2086,Sarcolobus,,,77
2087,Sarcosperma,,,54
2088,Sarcostemma,,,222
2089,Sarcostigma,,,28
2090,Sargentodoxa,,,277
2091,Sassafras,,,28
2092,Saurauia,,,157
2093,Sauropus,,,278
2094,Saururus,,,167
2095,Saussurea,,,4
2096,Saxifraga,Thường sơn,,128
2097,Scaevola,,,279
2098,Scaphium,,,32
2099,Schefflera,,,280
2100,Scheffleropsis,,,140
2101,Schima,,,296
2102,Schimatoglottis,,,24
2103,Schinus,,,24
2104,Schismatoglottis,,,307
2105,Schizachyrium,,,85
2106,Schizandra,,,14
2107,Schizophragma,,,85
2108,Schizostachym,,,244
2109,Schizostachyum,,,281
2110,Schizotorenia,,,151
2111,Schleichera,,,244
2112,Schnabelia,,,244
2113,Schoenorchis,,,284
2114,Schoenus,,,276
2115,Schoepfia,,,322
2116,Schoutenia,,,222
2117,Schrebera,,,98
2118,Sciaphila,Háo rợp,Việt Nam có 1 loài là Háo rợp - Sciaphila clemensiae,283
2119,Scindapsus,,,311
2120,Scirpus,,,217
2121,Sclenostachya,,,315
2122,Sclerachne,,,85
2123,Scleria,,,98
2124,Scleroglossum,,,244
2125,Scleropyrum,,,244
2126,Sclerostachya,,,98
2127,Scolapia,,,250
2128,Scolophyllum,,,275
2129,Scolopia,,,244
2130,Scoparia,,,131
2131,Scripodendron,,,284
2132,Scrophularia,,,131
2133,Scutellaria,,,284
2134,Sebastiania,,,98
2135,Secamone,,,284
2136,Sechium,,,165
2137,Secomene,,,128
2138,Securidaca,,,28
2139,Sedum,,,92
2140,Sehima,,,28
2141,Selaginella,,,248
2142,Selliguea,,,90
2143,Semecarpus,,,244
2144,Semiliquidambar,,,285
2145,Senecio,,,250
2146,Senna,,,14
2147,Sericocalyx,,,11
2148,Serissa,,,32
2149,Sesamum,,,57
2150,Sesbania,,,1
2151,Sesuvium,,,268
2152,Setaria,,,230
2153,Severinia,,,129
2154,Shorea,,,7
2155,Shortia,Khô đài,,244
2156,Shuteria,,,270
2157,Sida,,,112
2158,Siegesbeckia,,,104
2159,Siliquamomum,,,129
2160,Silvianthus,,,185
2161,Silvorchis,,"Silvorchis J. J. Sm. (Smith 1907, p. 2, Comber 1990, p. 60)Type: S. colorata J. J. Sm. 2 species in western Java and southern Vietnam",32
2162,Silybum,,,345
2163,Sinapis,,,64
2164,Sinarundinaria,,,222
2165,Sindora,,,32
